"LYON ST EXUPERY, FR (FR069029001)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1965-03-09,,40,25,0.00,,
1965-03-10,,52,24,0.00,,
1965-03-11,,55,30,0.00,,
1965-03-12,,56,30,0.00,,
1965-03-13,,58,42,0.00,,
1965-03-14,,60,42,0.06,,
1965-03-15,,60,48,0.36,,
1965-03-16,,58,49,0.16,,
1965-03-17,,59,34,0.05,,
1965-03-18,,54,41,0.27,,
1965-03-19,,51,42,0.00,,
1965-03-20,,58,33,0.00,,
1965-03-21,,59,50,0.22,,
1965-03-22,,63,47,0.10,,
1965-03-23,,56,48,0.59,,
1965-03-24,,58,48,0.09,,
1965-03-25,,55,38,0.02,,
1965-03-26,,58,42,0.01,,
1965-03-27,,56,49,0.00,,
1965-03-28,,63,44,0.00,,
1965-03-29,,66,39,0.00,,
1965-03-30,,70,40,0.00,,
1965-03-31,,63,46,0.00,,
1965-04-01,,66,39,0.00,,
1965-04-02,,69,40,0.00,,
1965-04-03,,70,40,0.00,,
1965-04-04,,69,40,0.00,,
1965-04-05,,64,47,0.00,,
1965-04-06,,57,45,0.00,,
1965-04-07,,60,48,0.00,,
1965-04-08,,57,47,0.02,,
1965-04-09,,55,44,0.00,,
1965-04-10,,60,36,0.13,,
1965-04-11,,54,47,0.09,,
1965-04-12,,57,38,0.07,,
1965-04-13,,55,41,0.00,,
1965-04-14,,56,37,0.00,,
1965-04-15,,50,35,0.22,,
1965-04-16,,56,46,0.13,,
1965-04-17,,57,47,0.08,,
1965-04-18,,54,46,0.02,,
1965-04-19,,48,40,0.28,,
1965-04-20,,48,36,0.08,,
1965-04-21,,50,37,0.04,,
1965-04-22,,47,41,0.00,,
1965-04-23,,53,43,0.06,,
1965-04-24,,53,44,0.04,,
1965-04-25,,55,42,0.28,,
1965-04-26,,59,47,0.11,,
1965-04-27,,52,41,0.08,,
1965-04-28,,48,39,0.30,,
1965-04-29,,55,41,0.04,,
1965-04-30,,63,32,0.00,,
1965-05-01,,63,48,0.02,,
1965-05-02,,67,46,0.02,,
1965-05-03,,65,52,0.06,,
1965-05-04,,67,54,0.33,,
1965-05-05,,59,47,0.43,,
1965-05-06,,58,46,0.00,,
1965-05-07,,67,39,0.00,,
1965-05-08,,68,48,0.00,,
1965-05-09,,72,45,0.00,,
1965-05-10,,64,52,0.00,,
1965-05-11,,64,45,0.00,,
1965-05-12,,69,42,0.00,,
1965-05-13,,73,44,0.00,,
1965-05-14,,81,47,0.00,,
1965-05-15,,81,49,0.00,,
1965-05-16,,80,57,0.11,,
1965-05-17,,76,58,0.12,,
1965-05-18,,61,54,1.61,,
1965-05-19,,59,49,0.25,,
1965-05-20,,59,38,0.00,,
1965-05-21,,64,40,0.00,,
1965-05-22,,66,38,0.00,,
1965-05-23,,70,43,0.28,,
1965-05-24,,70,51,0.01,,
1965-05-25,,66,51,0.02,,
1965-05-26,,68,47,0.00,,
1965-05-27,,64,54,0.26,,
1965-05-28,,58,48,0.04,,
1965-05-29,,60,46,0.00,,
1965-05-30,,62,47,0.16,,
1965-05-31,,55,49,0.01,,
1965-06-01,,62,38,0.00,,
1965-06-02,,57,47,0.14,,
1965-06-03,,64,50,0.00,,
1965-06-04,,58,42,0.15,,
1965-06-05,,57,53,0.02,,
1965-06-06,,67,49,0.02,,
1965-06-07,,59,53,0.71,,
1965-06-08,,62,51,0.18,,
1965-06-09,,64,47,0.02,,
1965-06-10,,58,52,0.03,,
1965-06-11,,72,53,0.00,,
1965-06-12,,73,53,0.00,,
1965-06-13,,77,48,0.00,,
1965-06-14,,78,52,0.00,,
1965-06-15,,81,55,0.00,,
1965-06-16,,78,64,0.09,,
1965-06-17,,69,58,0.00,,
1965-06-18,,80,51,0.00,,
1965-06-19,,86,57,0.00,,
1965-06-20,,86,64,0.00,,
1965-06-21,,83,65,0.01,,
1965-06-22,,81,60,0.00,,
1965-06-23,,84,56,0.00,,
1965-06-24,,83,61,0.00,,
1965-06-25,,92,61,0.00,,
1965-06-26,,82,64,0.00,,
1965-06-27,,78,68,0.01,,
1965-06-28,,80,59,0.00,,
1965-06-29,,88,60,0.00,,
1965-06-30,,93,63,0.06,,
1965-07-01,,86,58,1.05,,
1965-07-02,,77,60,0.00,,
1965-07-03,,79,60,0.02,,
1965-07-04,,68,57,0.03,,
1965-07-05,,64,55,0.00,,
1965-07-06,,75,44,0.00,,
1965-07-07,,79,54,1.15,,
1965-07-08,,70,57,0.18,,
1965-07-09,,70,54,0.00,,
1965-07-10,,69,54,0.00,,
1965-07-11,,75,49,0.00,,
1965-07-12,,86,53,0.00,,
1965-07-13,,86,65,0.00,,
1965-07-14,,86,67,0.00,,
1965-07-15,,78,60,0.41,,
1965-07-16,,73,58,0.06,,
1965-07-17,,69,59,0.00,,
1965-07-18,,68,55,0.00,,
1965-07-19,,78,52,0.13,,
1965-07-20,,70,58,0.54,,
1965-07-21,,75,54,0.00,,
1965-07-22,,65,56,0.27,,
1965-07-23,,82,51,0.24,,
1965-07-24,,77,63,1.58,,
1965-07-25,,68,61,0.20,,
1965-07-26,,69,58,0.07,,
1965-07-27,,67,56,0.00,,
1965-07-28,,75,48,0.00,,
1965-07-29,,74,54,0.00,,
1965-07-30,,77,61,0.03,,
1965-07-31,,72,61,0.02,,
1965-08-01,,68,55,0.07,,
1965-08-02,,70,48,0.06,,
1965-08-03,,74,59,0.00,,
1965-08-04,,80,51,0.00,,
1965-08-05,,87,54,0.00,,
1965-08-06,,90,69,0.00,,
1965-08-07,,90,62,0.00,,
1965-08-08,,65,60,0.00,,
1965-08-09,,71,49,0.00,,
1965-08-10,,76,48,0.00,,
1965-08-11,,78,50,0.00,,
1965-08-12,,86,51,0.00,,
1965-08-13,,85,63,0.55,,
1965-08-14,,67,57,0.05,,
1965-08-15,,73,60,0.01,,
1965-08-16,,77,61,0.28,,
1965-08-17,,78,58,0.00,,
1965-08-18,,75,60,0.00,,
1965-08-19,,78,61,0.00,,
1965-08-20,,81,57,0.01,,
1965-08-21,,80,59,0.33,,
1965-08-22,,65,58,0.26,,
1965-08-23,,70,50,0.00,,
1965-08-24,,67,51,0.11,,
1965-08-25,,68,51,0.04,,
1965-08-26,,68,45,0.00,,
1965-08-27,,66,51,0.00,,
1965-08-28,,75,58,0.00,,
1965-08-29,,75,52,0.00,,
1965-08-30,,72,55,0.00,,
1965-08-31,,70,52,0.17,,
1965-09-01,,54,50,0.74,,
1965-09-02,,63,49,0.08,,
1965-09-03,,58,51,0.03,,
1965-09-04,,66,53,1.64,,
1965-09-05,,63,51,0.25,,
1965-09-06,,63,53,0.26,,
1965-09-07,,69,54,0.00,,
1965-09-08,,77,51,0.63,,
1965-09-09,,57,54,2.02,,
1965-09-10,,62,49,0.24,,
1965-09-11,,65,49,0.18,,
1965-09-12,,61,52,0.06,,
1965-09-13,,59,47,0.56,,
1965-09-14,,72,56,0.00,,
1965-09-15,,76,51,0.00,,
1965-09-16,,77,60,0.00,,
1965-09-17,,76,53,0.00,,
1965-09-18,,70,54,1.11,,
1965-09-19,,63,47,0.00,,
1965-09-20,,64,46,0.00,,
1965-09-21,,65,43,0.00,,
1965-09-22,,74,44,0.00,,
1965-09-23,,73,45,0.00,,
1965-09-24,,73,51,0.00,,
1965-09-25,,76,56,1.17,,
1965-09-26,,68,51,0.05,,
1965-09-27,,60,50,0.43,,
1965-09-28,,62,45,0.00,,
1965-09-29,,64,46,0.14,,
1965-09-30,,68,60,0.56,,
1965-10-01,,68,49,0.00,,
1965-10-02,,67,49,0.00,,
1965-10-03,,69,44,0.00,,
1965-10-04,,72,55,0.00,,
1965-10-05,,78,53,0.00,,
1965-10-06,,76,50,0.00,,
1965-10-07,,75,50,0.00,,
1965-10-08,,71,48,0.00,,
1965-10-09,,55,52,0.01,,
1965-10-10,,58,52,0.00,,
1965-10-11,,66,43,0.00,,
1965-10-12,,60,44,0.00,,
1965-10-13,,68,42,0.00,,
1965-10-14,,67,43,0.00,,
1965-10-15,,67,49,0.31,,
1965-10-16,,58,52,0.51,,
1965-10-17,,55,48,0.01,,
1965-10-18,,55,47,0.00,,
1965-10-19,,57,51,0.01,,
1965-10-20,,61,45,0.00,,
1965-10-21,,62,42,0.00,,
1965-10-22,,57,47,0.00,,
1965-10-23,,62,48,0.00,,
1965-10-24,,62,36,0.00,,
1965-10-25,,65,41,0.00,,
1965-10-26,,57,42,0.05,,
1965-10-27,,67,48,0.00,,
1965-10-28,,69,48,0.00,,
1965-10-29,,60,55,0.30,,
1965-10-30,,57,43,0.00,,
1965-10-31,,54,40,0.00,,
1965-11-01,,63,41,0.00,,
1965-11-02,,63,50,0.00,,
1965-11-03,,59,,0.02,,
1965-11-04,,,42,0.03,,
1965-11-05,,45,40,0.08,,
1965-11-06,,54,40,0.06,,
1965-11-07,,70,49,0.00,,
1965-11-08,,64,42,0.00,,
1965-11-09,,51,44,0.83,,
1965-11-10,,52,41,0.03,,
1965-11-11,,51,45,0.02,,
1965-11-12,,48,,0.00,,
1965-11-13,,,37,0.00,,
1965-11-14,,41,26,0.05,,
1965-11-15,,44,37,0.01,,
1965-11-16,,51,33,0.00,,
1965-11-17,,50,39,1.06,,
1965-11-18,,49,36,0.05,,
1965-11-19,,53,45,0.13,,
1965-11-20,,57,48,0.13,,
1965-11-21,,55,,0.02,,
1965-11-22,,,34,0.19,,
1965-11-23,,33,28,0.03,,
1965-11-24,,38,26,0.18,,
1965-11-25,,49,34,0.00,,
1965-11-26,,50,43,0.42,,
1965-11-27,,54,44,0.20,,
1965-11-28,,48,38,0.03,,
1965-11-29,,54,38,0.25,,
1965-11-30,,45,35,0.01,,
1965-12-01,,45,33,0.02,,
1965-12-02,,45,28,0.39,,
1965-12-03,,49,38,0.10,,
1965-12-04,,47,36,0.14,,
1965-12-05,,56,41,0.17,,
1965-12-06,,49,44,0.04,,
1965-12-07,,43,39,0.01,,
1965-12-08,,42,35,0.00,,
1965-12-09,,42,26,0.15,,
1965-12-10,,49,37,0.10,,
1965-12-11,,44,39,0.08,,
1965-12-12,,42,36,0.07,,
1965-12-13,,49,36,0.00,,
1965-12-14,,49,40,0.00,,
1965-12-15,,52,26,0.00,,
1965-12-16,,44,40,0.43,,
1965-12-17,,47,37,0.29,,
1965-12-18,,53,44,0.00,,
1965-12-19,,50,31,0.00,,
1965-12-20,,52,38,0.26,,
1965-12-21,,45,39,0.17,,
1965-12-22,,42,33,0.00,,
1965-12-23,,49,30,0.04,,
1965-12-24,,47,38,0.12,,
1965-12-25,,49,43,0.08,,
1965-12-26,,50,40,0.05,,
1965-12-27,,50,38,1.04,,
1965-12-28,,46,34,0.01,,
1965-12-29,,34,31,0.00,,
1965-12-30,,45,27,0.06,,
1965-12-31,,46,37,0.53,,
1966-01-01,,54,41,0.00,,
1966-01-02,,49,40,0.24,,
1966-01-03,,45,41,0.13,,
1966-01-04,,46,,0.00,,
1966-01-05,,,29,0.00,,
1966-01-06,,30,22,0.00,,
1966-01-07,,37,23,0.00,,
1966-01-08,,40,23,0.00,,
1966-01-09,,39,35,0.00,,
1966-01-10,,40,33,0.25,,
1966-01-11,,47,,0.20,,
1966-01-12,,,22,0.01,,
1966-01-13,,23,16,0.00,,
1966-01-14,,20,12,0.00,,
1966-01-15,,17,10,0.00,,
1966-01-16,,18,8,0.00,,
1966-01-17,,19,5,0.00,,
1966-01-18,,15,7,0.00,,
1966-01-19,,37,0,0.00,,
1966-01-20,,45,18,0.03,,
1966-01-21,,50,36,0.24,,
1966-01-22,,51,42,0.26,,
1966-01-23,,52,44,0.03,,
1966-01-24,,54,38,0.00,,
1966-01-25,,50,34,0.42,,
1966-01-26,,51,40,0.04,,
1966-01-27,,52,41,0.00,,
1966-01-28,,54,36,0.00,,
1966-01-29,,57,36,0.00,,
1966-01-30,,57,50,0.00,,
1966-01-31,,58,50,0.00,,
1966-02-01,,54,43,0.00,,
1966-02-02,,54,41,0.13,,
1966-02-03,,51,46,0.07,,
1966-02-04,,47,40,0.00,,
1966-02-05,,58,34,0.00,,
1966-02-06,,63,33,0.06,,
1966-02-07,,54,42,0.07,,
1966-02-08,,56,43,0.13,,
1966-02-09,,60,49,0.14,,
1966-02-10,,58,35,0.18,,
1966-02-11,,48,44,0.24,,
1966-02-12,,48,41,0.00,,
1966-02-13,,45,40,0.23,,
1966-02-14,,43,37,0.00,,
1966-02-15,,46,27,0.00,,
1966-02-16,,53,33,0.34,,
1966-02-17,,49,40,0.28,,
1966-02-18,,58,38,0.00,,
1966-02-19,,58,50,0.00,,
1966-02-20,,62,48,0.00,,
1966-02-21,,60,47,0.33,,
1966-02-22,,58,43,0.04,,
1966-02-23,,51,43,0.06,,
1966-02-24,,56,37,0.00,,
1966-02-25,,59,39,0.00,,
1966-02-26,,54,49,0.00,,
1966-02-27,,62,38,0.00,,
1966-02-28,,53,44,0.25,,
1966-03-01,,52,43,0.00,,
1966-03-02,,54,33,0.00,,
1966-03-03,,55,36,0.16,,
1966-03-04,,47,41,0.12,,
1966-03-05,,49,42,0.00,,
1966-03-06,,52,39,0.00,,
1966-03-07,,53,30,0.00,,
1966-03-08,,56,30,0.00,,
1966-03-09,,59,31,0.00,,
1966-03-10,,54,41,0.00,,
1966-03-11,,53,32,0.09,,
1966-03-12,,47,38,0.09,,
1966-03-13,,44,36,0.00,,
1966-03-14,,44,31,0.00,,
1966-03-15,,48,27,0.00,,
1966-03-16,,52,34,0.00,,
1966-03-17,,54,31,0.00,,
1966-03-18,,55,28,0.11,,
1966-03-19,,54,37,0.00,,
1966-03-20,,50,34,0.00,,
1966-03-21,,54,27,0.00,,
1966-03-22,,57,30,0.00,,
1966-03-23,,57,29,0.04,,
1966-03-24,,53,,0.02,,
1966-03-25,,,32,0.06,,
1966-03-26,,48,25,0.27,,
1966-03-27,,58,38,0.30,,
1966-03-28,,55,45,0.06,,
1966-03-29,,49,34,0.00,,
1966-03-30,,49,29,0.00,,
1966-03-31,,60,28,0.00,,
1966-04-01,,62,40,0.00,,
1966-04-02,,59,39,0.00,,
1966-04-03,,60,38,0.00,,
1966-04-04,,63,36,0.00,,
1966-04-05,,63,41,0.21,,
1966-04-06,,65,50,0.00,,
1966-04-07,,61,53,0.10,,
1966-04-08,,64,49,0.00,,
1966-04-09,,59,50,0.55,,
1966-04-10,,62,47,0.01,,
1966-04-11,,62,48,0.00,,
1966-04-12,,64,40,0.00,,
1966-04-13,,65,45,0.00,,
1966-04-14,,63,45,0.65,,
1966-04-15,,66,45,0.00,,
1966-04-16,,62,52,0.02,,
1966-04-17,,63,40,0.10,,
1966-04-18,,66,48,0.27,,
1966-04-19,,66,50,0.28,,
1966-04-20,,56,48,0.43,,
1966-04-21,,50,42,0.00,,
1966-04-22,,60,35,0.00,,
1966-04-23,,70,38,0.00,,
1966-04-24,,60,47,0.30,,
1966-04-25,,58,42,0.00,,
1966-04-26,,62,50,0.00,,
1966-04-27,,70,40,0.01,,
1966-04-28,,61,52,0.00,,
1966-04-29,,66,50,0.00,,
1966-04-30,,69,45,0.00,,
1966-05-01,,76,46,0.02,,
1966-05-02,,76,48,0.00,,
1966-05-03,,77,46,0.00,,
1966-05-04,,75,49,0.27,,
1966-05-05,,67,55,1.09,,
1966-05-06,,57,45,0.10,,
1966-05-07,,56,42,0.17,,
1966-05-08,,57,43,0.03,,
1966-05-09,,59,47,0.17,,
1966-05-10,,58,45,0.00,,
1966-05-11,,65,47,0.00,,
1966-05-12,,69,53,0.00,,
1966-05-13,,72,49,0.00,,
1966-05-14,,76,58,0.00,,
1966-05-15,,73,57,0.00,,
1966-05-16,,77,56,0.00,,
1966-05-17,,70,57,0.00,,
1966-05-18,,67,56,0.38,,
1966-05-19,,65,55,0.00,,
1966-05-20,,67,43,0.00,,
1966-05-21,,70,50,0.00,,
1966-05-22,,78,49,0.23,,
1966-05-23,,60,53,0.16,,
1966-05-24,,68,43,0.00,,
1966-05-25,,69,51,0.00,,
1966-05-26,,66,49,0.00,,
1966-05-27,,64,49,0.00,,
1966-05-28,,67,45,0.00,,
1966-05-29,,68,42,0.00,,
1966-05-30,,68,42,0.00,,
1966-05-31,,68,44,0.00,,
1966-06-01,,72,47,0.00,,
1966-06-02,,74,49,0.00,,
1966-06-03,,77,47,0.00,,
1966-06-04,,83,51,0.00,,
1966-06-05,,71,61,0.69,,
1966-06-06,,74,59,0.00,,
1966-06-07,,79,53,0.00,,
1966-06-08,,82,59,0.00,,
1966-06-09,,70,54,0.00,,
1966-06-10,,78,57,0.02,,
1966-06-11,,77,62,0.02,,
1966-06-12,,82,55,0.00,,
1966-06-13,,84,55,0.00,,
1966-06-14,,83,58,0.00,,
1966-06-15,,85,60,0.00,,
1966-06-16,,88,58,0.00,,
1966-06-17,,90,63,0.04,,
1966-06-18,,66,55,0.20,,
1966-06-19,,67,51,0.18,,
1966-06-20,,65,54,0.26,,
1966-06-21,,72,56,0.00,,
1966-06-22,,81,51,0.06,,
1966-06-23,,68,63,0.09,,
1966-06-24,,70,53,0.01,,
1966-06-25,,72,55,0.00,,
1966-06-26,,69,49,0.01,,
1966-06-27,,73,55,0.01,,
1966-06-28,,74,60,0.00,,
1966-06-29,,65,51,0.00,,
1966-06-30,,66,51,0.00,,
1966-07-01,,75,50,0.00,,
1966-07-02,,86,50,0.00,,
1966-07-03,,84,61,0.00,,
1966-07-04,,89,58,0.00,,
1966-07-05,,81,62,0.58,,
1966-07-06,,69,58,0.07,,
1966-07-07,,68,56,0.00,,
1966-07-08,,71,54,0.00,,
1966-07-09,,75,55,0.00,,
1966-07-10,,82,53,0.00,,
1966-07-11,,74,67,0.07,,
1966-07-12,,77,59,0.00,,
1966-07-13,,87,56,0.00,,
1966-07-14,,80,65,0.00,,
1966-07-15,,74,59,0.00,,
1966-07-16,,75,49,0.03,,
1966-07-17,,68,57,0.67,,
1966-07-18,,57,51,0.45,,
1966-07-19,,61,53,0.04,,
1966-07-20,,67,54,0.02,,
1966-07-21,,74,54,0.11,,
1966-07-22,,73,56,0.00,,
1966-07-23,,69,61,0.00,,
1966-07-24,,76,60,0.00,,
1966-07-25,,71,58,0.00,,
1966-07-26,,74,49,0.00,,
1966-07-27,,76,54,0.01,,
1966-07-28,,70,57,0.00,,
1966-07-29,,76,49,0.00,,
1966-07-30,,75,57,0.00,,
1966-07-31,,72,59,0.00,,
1966-08-01,,80,50,0.00,,
1966-08-02,,72,61,0.08,,
1966-08-03,,85,64,0.14,,
1966-08-04,,79,62,0.03,,
1966-08-05,,72,58,0.01,,
1966-08-06,,72,51,0.00,,
1966-08-07,,81,51,0.00,,
1966-08-08,,68,61,0.12,,
1966-08-09,,74,50,0.00,,
1966-08-10,,88,49,0.00,,
1966-08-11,,90,63,0.04,,
1966-08-12,,95,63,0.00,,
1966-08-13,,96,62,0.00,,
1966-08-14,,81,69,0.01,,
1966-08-15,,70,60,0.04,,
1966-08-16,,68,52,0.00,,
1966-08-17,,62,53,0.00,,
1966-08-18,,72,56,0.00,,
1966-08-19,,70,59,0.00,,
1966-08-20,,78,61,0.01,,
1966-08-21,,79,61,0.02,,
1966-08-22,,75,61,0.00,,
1966-08-23,,76,49,0.03,,
1966-08-24,,72,56,0.00,,
1966-08-25,,67,53,0.00,,
1966-08-26,,70,44,0.00,,
1966-08-27,,67,44,0.00,,
1966-08-28,,70,56,0.00,,
1966-08-29,,81,49,0.19,,
1966-08-30,,72,57,0.16,,
1966-08-31,,65,53,0.44,,
1966-09-01,,74,51,0.00,,
1966-09-02,,82,53,0.00,,
1966-09-03,,76,55,0.00,,
1966-09-04,,82,53,0.02,,
1966-09-05,,75,62,0.02,,
1966-09-06,,80,53,0.00,,
1966-09-07,,84,52,0.00,,
1966-09-08,,92,55,0.00,,
1966-09-09,,92,59,0.00,,
1966-09-10,,79,58,0.00,,
1966-09-11,,82,55,0.00,,
1966-09-12,,88,64,0.27,,
1966-09-13,,73,63,0.02,,
1966-09-14,,69,50,0.00,,
1966-09-15,,75,45,0.37,,
1966-09-16,,63,52,0.00,,
1966-09-17,,60,48,0.00,,
1966-09-18,,65,54,0.00,,
1966-09-19,,65,48,0.00,,
1966-09-20,,76,45,0.00,,
1966-09-21,,81,50,0.00,,
1966-09-22,,74,50,0.00,,
1966-09-23,,71,56,0.00,,
1966-09-24,,68,50,0.00,,
1966-09-25,,74,45,0.00,,
1966-09-26,,78,50,0.00,,
1966-09-27,,79,56,0.00,,
1966-09-28,,79,56,0.12,,
1966-09-29,,73,59,0.00,,
1966-09-30,,70,55,0.00,,
1966-10-01,,73,54,0.03,,
1966-10-02,,74,49,0.00,,
1966-10-03,,78,63,0.00,,
1966-10-04,,82,68,0.00,,
1966-10-05,,83,53,0.00,,
1966-10-06,,74,61,0.00,,
1966-10-07,,72,54,0.00,,
1966-10-08,,68,58,0.00,,
1966-10-09,,69,61,0.00,,
1966-10-10,,70,61,0.28,,
1966-10-11,,62,57,0.28,,
1966-10-12,,68,55,0.00,,
1966-10-13,,71,52,0.00,,
1966-10-14,,75,55,0.19,,
1966-10-15,,67,58,0.77,,
1966-10-16,,66,54,0.01,,
1966-10-17,,64,43,0.00,,
1966-10-18,,63,42,1.47,,
1966-10-19,,60,49,0.06,,
1966-10-20,,63,42,0.14,,
1966-10-21,,64,48,0.00,,
1966-10-22,,66,47,0.00,,
1966-10-23,,70,50,0.00,,
1966-10-24,,69,61,0.04,,
1966-10-25,,66,,1.79,,
1966-10-26,,,46,0.80,,
1966-10-27,,51,45,0.00,,
1966-10-28,,47,36,0.08,,
1966-10-29,,45,42,0.00,,
1966-10-30,,47,40,0.00,,
1966-10-31,,44,36,0.00,,
1966-11-01,,44,32,0.00,,
1966-11-02,,42,32,1.22,,
1966-11-03,,41,37,0.66,,
1966-11-04,,36,31,0.18,,
1966-11-05,,59,28,0.02,,
1966-11-06,,65,50,0.00,,
1966-11-07,,61,48,0.00,,
1966-11-08,,54,45,0.34,,
1966-11-09,,62,43,0.56,,
1966-11-10,,49,44,0.01,,
1966-11-11,,47,35,0.00,,
1966-11-12,,38,32,0.00,,
1966-11-13,,36,31,0.00,,
1966-11-14,,35,30,0.02,,
1966-11-15,,44,32,0.16,,
1966-11-16,,49,39,0.15,,
1966-11-17,,40,36,0.02,,
1966-11-18,,43,36,0.00,,
1966-11-19,,40,36,0.00,,
1966-11-20,,40,35,0.00,,
1966-11-21,,43,37,0.00,,
1966-11-22,,44,29,0.00,,
1966-11-23,,46,30,0.07,,
1966-11-24,,38,33,0.08,,
1966-11-25,,39,32,0.00,,
1966-11-26,,36,27,0.01,,
1966-11-27,,43,31,0.01,,
1966-11-28,,48,38,0.20,,
1966-11-29,,39,34,0.04,,
1966-11-30,,43,29,0.33,,
1966-12-01,,54,40,0.04,,
1966-12-02,,54,42,0.19,,
1966-12-03,,43,36,0.04,,
1966-12-04,,37,34,0.00,,
1966-12-05,,40,35,0.00,,
1966-12-06,,36,31,0.00,,
1966-12-07,,32,30,0.00,,
1966-12-08,,36,31,0.06,,
1966-12-09,,46,32,0.02,,
1966-12-10,,47,36,0.19,,
1966-12-11,,46,41,0.02,,
1966-12-12,,50,41,0.03,,
1966-12-13,,47,40,0.09,,
1966-12-14,,41,39,0.35,,
1966-12-15,,40,34,0.11,,
1966-12-16,,44,30,0.00,,
1966-12-17,,31,27,0.00,,
1966-12-18,,41,29,0.00,,
1966-12-19,,46,30,0.00,,
1966-12-20,,44,37,0.05,,
1966-12-21,,41,34,0.02,,
1966-12-22,,39,32,0.13,,
1966-12-23,,41,36,0.04,,
1966-12-24,,48,38,0.05,,
1966-12-25,,48,,0.05,,
1966-12-26,,,28,0.00,,
1966-12-27,,49,28,0.52,,
1966-12-28,,47,38,0.06,,
1966-12-29,,49,39,0.11,,
1966-12-30,,49,41,0.03,,
1966-12-31,,50,41,0.00,,
1967-01-01,,52,39,0.09,,
1967-01-02,,47,,0.11,,
1967-01-03,,,30,0.00,,
1967-01-04,,35,27,0.00,,
1967-01-05,,34,30,0.17,,
1967-01-06,,32,,0.03,,
1967-01-07,,,14,0.00,,
1967-01-08,,19,12,0.02,,
1967-01-09,,22,18,0.01,,
1967-01-10,,19,10,0.00,,
1967-01-11,,29,1,0.02,,
1967-01-12,,35,17,0.00,,
1967-01-13,,40,33,0.00,,
1967-01-14,,43,36,0.00,,
1967-01-15,,39,37,0.00,,
1967-01-16,,38,35,0.00,,
1967-01-17,,40,28,0.00,,
1967-01-18,,49,28,0.00,,
1967-01-19,,53,32,0.00,,
1967-01-20,,50,38,0.10,,
1967-01-21,,51,41,0.43,,
1967-01-22,,47,38,0.09,,
1967-01-23,,45,27,0.38,,
1967-01-24,,49,42,0.18,,
1967-01-25,,54,42,0.00,,
1967-01-26,,51,37,0.00,,
1967-01-27,,58,45,0.00,,
1967-01-28,,52,29,0.00,,
1967-01-29,,56,42,0.00,,
1967-01-30,,55,46,0.00,,
1967-01-31,,57,42,0.00,,
1967-02-01,,53,33,0.00,,
1967-02-02,,49,33,0.00,,
1967-02-03,,47,33,0.00,,
1967-02-04,,48,43,0.00,,
1967-02-05,,49,39,0.00,,
1967-02-06,,45,31,0.00,,
1967-02-07,,44,25,0.00,,
1967-02-08,,42,32,0.00,,
1967-02-09,,42,31,0.00,,
1967-02-10,,38,25,0.00,,
1967-02-11,,38,22,0.00,,
1967-02-12,,42,25,0.00,,
1967-02-13,,38,25,0.00,,
1967-02-14,,42,25,0.00,,
1967-02-15,,47,30,0.00,,
1967-02-16,,44,38,0.25,,
1967-02-17,,47,35,0.01,,
1967-02-18,,48,39,0.12,,
1967-02-19,,54,38,0.01,,
1967-02-20,,55,46,0.19,,
1967-02-21,,61,49,0.00,,
1967-02-22,,61,44,0.00,,
1967-02-23,,65,38,0.00,,
1967-02-24,,51,31,0.00,,
1967-02-25,,57,36,0.00,,
1967-02-26,,49,45,0.86,,
1967-02-27,,56,44,0.13,,
1967-02-28,,57,46,0.01,,
1967-03-01,,54,45,0.18,,
1967-03-02,,53,38,0.00,,
1967-03-03,,55,33,0.00,,
1967-03-04,,61,33,0.00,,
1967-03-05,,61,47,0.35,,
1967-03-06,,52,50,0.04,,
1967-03-07,,59,46,0.00,,
1967-03-08,,61,50,0.00,,
1967-03-09,,65,54,0.77,,
1967-03-10,,52,45,0.39,,
1967-03-11,,58,45,0.00,,
1967-03-12,,56,38,0.01,,
1967-03-13,,48,37,0.37,,
1967-03-14,,50,36,0.00,,
1967-03-15,,54,32,0.00,,
1967-03-16,,54,34,0.00,,
1967-03-17,,53,34,0.00,,
1967-03-18,,50,38,0.19,,
1967-03-19,,48,40,0.04,,
1967-03-20,,50,40,0.00,,
1967-03-21,,57,33,0.00,,
1967-03-22,,51,47,0.00,,
1967-03-23,,50,45,0.00,,
1967-03-24,,54,37,0.00,,
1967-03-25,,67,31,0.00,,
1967-03-26,,57,48,0.15,,
1967-03-27,,58,41,0.17,,
1967-03-28,,54,40,0.10,,
1967-03-29,,49,36,0.05,,
1967-03-30,,51,37,0.00,,
1967-03-31,,52,34,0.00,,
1967-04-01,,52,35,0.00,,
1967-04-02,,54,32,0.00,,
1967-04-03,,58,36,0.00,,
1967-04-04,,56,38,0.00,,
1967-04-05,,59,40,0.00,,
1967-04-06,,50,43,0.02,,
1967-04-07,,48,37,0.04,,
1967-04-08,,56,31,0.00,,
1967-04-09,,60,42,0.13,,
1967-04-10,,58,44,0.02,,
1967-04-11,,61,37,0.00,,
1967-04-12,,62,37,0.00,,
1967-04-13,,67,41,0.00,,
1967-04-14,,67,51,0.00,,
1967-04-15,,50,47,0.00,,
1967-04-16,,63,48,0.00,,
1967-04-17,,70,42,0.00,,
1967-04-18,,70,44,0.00,,
1967-04-19,,62,39,0.00,,
1967-04-20,,72,35,0.00,,
